"Date2","Month","Year","HBT","HBName","TotalOperations","TotalCancelled","Performed","CancelledByPatientReason","ClinicalReason","NonClinicalCapacityReason","OtherReason","Cancelled_By_Patient_pc_of_planned_ops","Cancelled_clinical_reason_pc_of_planned_ops","Non_clinical_capacity_reason_pc_of_planned_ops","Other_Reason_pc_of_planned_ops","Cancelled_By_Patient_pc_of_cancelled_ops","Cancelled_clinical_reason_pc_of_cancelled_ops","Non_clinical_capacity_reason_pc_of_cancelled_ops","Other_Reason_pc_of_cancelled_ops"
2017-07-01,"Jul","2017","S08000020","NHS Grampian",2477,193,2284,84,66,40,3,3.39119903108599,2.66451352442471,1.61485668146952,0.121114251110214,43.5233160621762,34.1968911917098,20.7253886010363,0.121114251110214
2017-07-01,"Jul","2017","S08000022","NHS Highland",1226,110,1116,54,35,21,0,4.40456769983687,2.85481239804241,1.71288743882545,0,49.0909090909091,31.8181818181818,19.0909090909091,0
2017-07-01,"Jul","2017","S08000024","NHS Lothian",4960,434,4526,214,134,71,15,4.31451612903226,2.70161290322581,1.43145161290323,0.30241935483871,49.3087557603687,30.8755760368664,16.3594470046083,0.30241935483871
2017-07-01,"Jul","2017","S08000025","NHS Orkney",176,9,167,4,1,1,3,2.27272727272727,0.568181818181818,0.568181818181818,1.70454545454545,44.4444444444444,11.1111111111111,11.1111111111111,1.70454545454545
2017-07-01,"Jul","2017","S08000026","NHS Shetland",157,11,146,6,1,4,0,3.82165605095541,0.636942675159236,2.54777070063694,0,54.5454545454545,9.09090909090909,36.3636363636364,0
2017-07-01,"Jul","2017","S08000028","NHS Western Isles",79,20,59,6,4,7,3,7.59493670886076,5.06329113924051,8.86075949367089,3.79746835443038,30,20,35,3.79746835443038
2017-07-01,"Jul","2017","S08000029","NHS Fife",1185,92,1093,28,47,17,0,2.36286919831224,3.9662447257384,1.43459915611814,0,30.4347826086957,51.0869565217391,18.4782608695652,0
2017-07-01,"Jul","2017","S08000030","NHS Tayside",1674,137,1537,55,42,34,6,3.28554360812425,2.5089605734767,2.0310633213859,0.3584229390681,40.1459854014599,30.6569343065693,24.8175182481752,0.3584229390681
2017-07-01,"Jul","2017","S08000031","NHS Greater Glasgow and Clyde",5591,441,5150,165,204,64,8,2.95117152566625,3.64872115900554,1.14469683419782,0.143087104274727,37.4149659863946,46.2585034013605,14.5124716553288,0.143087104274727
2017-07-01,"Jul","2017","S08000032","NHS Lanarkshire",2237,202,2035,96,64,42,0,4.29146177916853,2.86097451944569,1.87751452838623,0,47.5247524752475,31.6831683168317,20.7920792079208,0
2017-07-01,"Jul","2017","SB0801","The Golden Jubilee National Hospital",1359,71,1288,19,22,30,0,1.3980868285504,1.61883738042678,2.2075055187638,0,26.7605633802817,30.9859154929577,42.2535211267606,0
2017-08-01,"Aug","2017","S08000015","NHS Ayrshire and Arran",1864,178,1686,54,91,28,5,2.89699570815451,4.88197424892704,1.50214592274678,0.268240343347639,30.3370786516854,51.123595505618,15.7303370786517,0.268240343347639
2017-08-01,"Aug","2017","S08000016","NHS Borders",418,38,380,7,16,15,0,1.67464114832536,3.82775119617225,3.58851674641148,0,18.4210526315789,42.1052631578947,39.4736842105263,0
2017-08-01,"Aug","2017","S08000017","NHS Dumfries and Galloway",1414,125,1289,49,47,21,8,3.46534653465347,3.32390381895332,1.48514851485149,0.565770862800566,39.2,37.6,16.8,0.565770862800566
2017-08-01,"Aug","2017","S08000019","NHS Forth Valley",1057,98,959,36,30,31,1,3.40586565752129,2.83822138126774,2.93282876064333,0.0946073793755913,36.734693877551,30.6122448979592,31.6326530612245,0.0946073793755913
2017-08-01,"Aug","2017","S08000020","NHS Grampian",2919,262,2657,77,92,83,10,2.6378896882494,3.15176430284344,2.84343953408702,0.342583076396026,29.3893129770992,35.1145038167939,31.6793893129771,0.342583076396026
2017-08-01,"Aug","2017","S08000022","NHS Highland",1309,122,1187,53,40,29,0,4.0488922841864,3.05576776165011,2.21543162719633,0,43.4426229508197,32.7868852459016,23.7704918032787,0
2017-08-01,"Aug","2017","S08000024","NHS Lothian",6066,572,5494,272,184,87,29,4.48400923178371,3.03330036267722,1.43422354104847,0.478074513682822,47.5524475524476,32.1678321678322,15.2097902097902,0.478074513682822
2017-08-01,"Aug","2017","S08000025","NHS Orkney",175,11,164,2,2,2,5,1.14285714285714,1.14285714285714,1.14285714285714,2.85714285714286,18.1818181818182,18.1818181818182,18.1818181818182,2.85714285714286
2017-08-01,"Aug","2017","S08000026","NHS Shetland",206,14,192,5,5,4,0,2.42718446601942,2.42718446601942,1.94174757281553,0,35.7142857142857,35.7142857142857,28.5714285714286,0
2017-08-01,"Aug","2017","S08000028","NHS Western Isles",95,10,85,3,0,6,1,3.15789473684211,0,6.31578947368421,1.05263157894737,30,0,60,1.05263157894737
2017-08-01,"Aug","2017","S08000029","NHS Fife",1349,84,1265,29,40,15,0,2.14974054855448,2.96515937731653,1.1119347664937,0,34.5238095238095,47.6190476190476,17.8571428571429,0
2017-08-01,"Aug","2017","S08000030","NHS Tayside",2263,160,2103,57,62,29,12,2.51878038002651,2.73972602739726,1.28148475475033,0.530269553689792,35.625,38.75,18.125,0.530269553689792
2017-08-01,"Aug","2017","S08000031","NHS Greater Glasgow and Clyde",7060,548,6512,237,230,76,5,3.35694050991501,3.25779036827195,1.07648725212465,0.0708215297450425,43.2481751824818,41.970802919708,13.8686131386861,0.0708215297450425
2017-08-01,"Aug","2017","S08000032","NHS Lanarkshire",2636,270,2366,110,96,64,0,4.17298937784522,3.64188163884674,2.42792109256449,0,40.7407407407407,35.5555555555556,23.7037037037037,0
2017-08-01,"Aug","2017","SB0801","The Golden Jubilee National Hospital",1685,86,1599,22,31,33,0,1.30563798219585,1.83976261127596,1.95845697329377,0,25.5813953488372,36.046511627907,38.3720930232558,0
2017-09-01,"Sep","2017","S08000015","NHS Ayrshire and Arran",1674,169,1505,43,79,44,3,2.56869772998805,4.71923536439665,2.6284348864994,0.17921146953405,25.4437869822485,46.7455621301775,26.0355029585799,0.17921146953405
2017-09-01,"Sep","2017","S08000016","NHS Borders",435,31,404,12,9,10,0,2.75862068965517,2.06896551724138,2.29885057471264,0,38.7096774193548,29.0322580645161,32.258064516129,0
2017-09-01,"Sep","2017","S08000017","NHS Dumfries and Galloway",1374,122,1252,33,62,21,6,2.40174672489083,4.51237263464338,1.52838427947598,0.436681222707424,27.0491803278689,50.8196721311475,17.2131147540984,0.436681222707424
2017-09-01,"Sep","2017","S08000019","NHS Forth Valley",1090,125,965,50,40,35,0,4.58715596330275,3.6697247706422,3.21100917431193,0,40,32,28,0
2017-09-01,"Sep","2017","S08000020","NHS Grampian",2639,294,2345,75,97,106,16,2.84198560060629,3.67563471011747,4.01667298219022,0.606290261462675,25.5102040816327,32.9931972789116,36.0544217687075,0.606290261462675
2017-09-01,"Sep","2017","S08000022","NHS Highland",1220,115,1105,53,36,26,0,4.34426229508197,2.95081967213115,2.13114754098361,0,46.0869565217391,31.304347826087,22.6086956521739,0
2017-09-01,"Sep","2017","S08000024","NHS Lothian",5233,513,4720,254,167,62,30,4.85381234473533,3.19128606917638,1.18478884005351,0.573284922606536,49.5126705653021,32.5536062378168,12.0857699805068,0.573284922606536
2017-09-01,"Sep","2017","S08000025","NHS Orkney",162,7,155,4,1,0,2,2.46913580246914,0.617283950617284,0,1.23456790123457,57.1428571428571,14.2857142857143,0,1.23456790123457
2017-09-01,"Sep","2017","S08000026","NHS Shetland",171,12,159,5,2,5,0,2.92397660818713,1.16959064327485,2.92397660818713,0,41.6666666666667,16.6666666666667,41.6666666666667,0
2017-09-01,"Sep","2017","S08000028","NHS Western Isles",68,16,52,0,2,14,0,0,2.94117647058824,20.5882352941176,0,0,12.5,87.5,0
2017-09-01,"Sep","2017","S08000029","NHS Fife",1335,95,1240,31,43,19,2,2.32209737827715,3.22097378277154,1.42322097378277,0.149812734082397,32.6315789473684,45.2631578947368,20,0.149812734082397
2017-09-01,"Sep","2017","S08000030","NHS Tayside",2035,184,1851,60,62,54,8,2.94840294840295,3.04668304668305,2.65356265356265,0.393120393120393,32.6086956521739,33.695652173913,29.3478260869565,0.393120393120393
2017-09-01,"Sep","2017","S08000031","NHS Greater Glasgow and Clyde",6520,548,5972,208,258,62,20,3.19018404907975,3.95705521472393,0.950920245398773,0.306748466257669,37.956204379562,47.0802919708029,11.3138686131387,0.306748466257669
2017-09-01,"Sep","2017","S08000032","NHS Lanarkshire",2435,228,2207,88,86,54,0,3.61396303901437,3.53182751540041,2.217659137577,0,38.5964912280702,37.719298245614,23.6842105263158,0
2017-09-01,"Sep","2017","SB0801","The Golden Jubilee National Hospital",1449,101,1348,27,26,48,0,1.86335403726708,1.79434092477571,3.31262939958592,0,26.7326732673267,25.7425742574257,47.5247524752475,0
2017-10-01,"Oct","2017","S08000015","NHS Ayrshire and Arran",1779,141,1638,52,62,22,5,2.9229904440697,3.48510399100618,1.23664980326026,0.281056773468241,36.8794326241135,43.9716312056738,15.6028368794326,0.281056773468241
2017-10-01,"Oct","2017","S08000016","NHS Borders",464,50,414,11,14,25,0,2.37068965517241,3.01724137931034,5.38793103448276,0,22,28,50,0
2017-10-01,"Oct","2017","S08000017","NHS Dumfries and Galloway",1381,106,1275,45,26,31,4,3.25850832729906,1.88269370021723,2.24475018102824,0.289645184648805,42.4528301886792,24.5283018867925,29.2452830188679,0.289645184648805
2017-10-01,"Oct","2017","S08000019","NHS Forth Valley",1084,114,970,38,34,42,0,3.50553505535055,3.13653136531365,3.87453874538745,0,33.3333333333333,29.8245614035088,36.8421052631579,0
2017-10-01,"Oct","2017","S08000020","NHS Grampian",2674,271,2403,106,74,78,13,3.96409872849663,2.76738967838444,2.91697830964847,0.486163051608078,39.1143911439114,27.3062730627306,28.7822878228782,0.486163051608078
2017-10-01,"Oct","2017","S08000022","NHS Highland",1205,151,1054,74,36,41,0,6.14107883817427,2.98755186721992,3.40248962655602,0,49.0066225165563,23.841059602649,27.1523178807947,0
2017-10-01,"Oct","2017","S08000024","NHS Lothian",5432,456,4976,215,149,77,15,3.9580265095729,2.74300441826215,1.41752577319588,0.276141384388807,47.1491228070175,32.6754385964912,16.8859649122807,0.276141384388807
2017-10-01,"Oct","2017","S08000025","NHS Orkney",219,22,197,11,9,1,1,5.02283105022831,4.10958904109589,0.45662100456621,0.45662100456621,50,40.9090909090909,4.54545454545455,0.45662100456621
2017-10-01,"Oct","2017","S08000026","NHS Shetland",182,17,165,3,5,9,0,1.64835164835165,2.74725274725275,4.94505494505495,0,17.6470588235294,29.4117647058824,52.9411764705882,0
2017-10-01,"Oct","2017","S08000028","NHS Western Isles",107,17,90,2,6,8,1,1.86915887850467,5.60747663551402,7.47663551401869,0.934579439252336,11.7647058823529,35.2941176470588,47.0588235294118,0.934579439252336
2017-10-01,"Oct","2017","S08000029","NHS Fife",1416,84,1332,35,38,11,0,2.47175141242938,2.68361581920904,0.77683615819209,0,41.6666666666667,45.2380952380952,13.0952380952381,0
2017-10-01,"Oct","2017","S08000030","NHS Tayside",1953,128,1825,36,52,29,11,1.84331797235023,2.66257040450589,1.48489503328213,0.563236047107015,28.125,40.625,22.65625,0.563236047107015
2017-10-01,"Oct","2017","S08000031","NHS Greater Glasgow and Clyde",6669,517,6152,170,235,90,22,2.54910781226571,3.52376668166142,1.34952766531714,0.329884540410856,32.8820116054159,45.4545454545455,17.4081237911025,0.329884540410856
2017-10-01,"Oct","2017","S08000032","NHS Lanarkshire",2593,269,2324,124,96,49,0,4.78210566910914,3.70227535672966,1.8897030466641,0,46.0966542750929,35.6877323420074,18.2156133828996,0
2017-10-01,"Oct","2017","SB0801","The Golden Jubilee National Hospital",1548,92,1456,18,30,44,0,1.16279069767442,1.93798449612403,2.84237726098191,0,19.5652173913043,32.6086956521739,47.8260869565217,0
2017-11-01,"Nov","2017","S08000015","NHS Ayrshire and Arran",1847,163,1684,55,74,28,6,2.97780184082296,4.00649702219816,1.51597184623714,0.324851109907959,33.7423312883436,45.398773006135,17.1779141104294,0.324851109907959
2017-11-01,"Nov","2017","S08000016","NHS Borders",469,61,408,28,3,30,0,5.97014925373134,0.639658848614073,6.39658848614073,0,45.9016393442623,4.91803278688525,49.1803278688525,0
2017-11-01,"Nov","2017","S08000017","NHS Dumfries and Galloway",1462,122,1340,37,53,21,11,2.53077975376197,3.62517099863201,1.43638850889193,0.752393980848153,30.327868852459,43.4426229508197,17.2131147540984,0.752393980848153
2017-11-01,"Nov","2017","S08000019","NHS Forth Valley",1112,96,1016,33,34,29,0,2.96762589928058,3.05755395683453,2.60791366906475,0,34.375,35.4166666666667,30.2083333333333,0
2017-11-01,"Nov","2017","S08000020","NHS Grampian",2894,315,2579,86,98,117,14,2.97166551485833,3.38631651693158,4.04284727021424,0.483759502418798,27.3015873015873,31.1111111111111,37.1428571428571,0.483759502418798
2017-11-01,"Nov","2017","S08000022","NHS Highland",1320,155,1165,83,45,26,1,6.28787878787879,3.40909090909091,1.96969696969697,0.0757575757575758,53.5483870967742,29.0322580645161,16.7741935483871,0.0757575757575758
2017-11-01,"Nov","2017","S08000024","NHS Lothian",5703,510,5193,228,158,97,27,3.99789584429248,2.7704716815711,1.70085919691391,0.47343503419253,44.7058823529412,30.9803921568627,19.0196078431373,0.47343503419253
2017-11-01,"Nov","2017","S08000025","NHS Orkney",253,18,235,12,2,3,1,4.74308300395257,0.790513833992095,1.18577075098814,0.395256916996047,66.6666666666667,11.1111111111111,16.6666666666667,0.395256916996047
2017-11-01,"Nov","2017","S08000026","NHS Shetland",195,13,182,8,4,1,0,4.1025641025641,2.05128205128205,0.512820512820513,0,61.5384615384615,30.7692307692308,7.69230769230769,0
2017-11-01,"Nov","2017","S08000028","NHS Western Isles",124,19,105,3,8,8,0,2.41935483870968,6.45161290322581,6.45161290322581,0,15.7894736842105,42.1052631578947,42.1052631578947,0
2017-11-01,"Nov","2017","S08000029","NHS Fife",1506,137,1369,27,52,58,0,1.79282868525896,3.45285524568393,3.85126162018592,0,19.7080291970803,37.956204379562,42.3357664233577,0
2017-11-01,"Nov","2017","S08000030","NHS Tayside",2206,167,2039,47,62,54,4,2.13055303717135,2.8105167724388,2.44786944696283,0.181323662737987,28.1437125748503,37.125748502994,32.3353293413174,0.181323662737987
2017-11-01,"Nov","2017","S08000031","NHS Greater Glasgow and Clyde",7242,598,6644,185,273,120,20,2.55454294393814,3.76967688483844,1.65700082850041,0.276166804750069,30.9364548494983,45.6521739130435,20.066889632107,0.276166804750069
2017-11-01,"Nov","2017","S08000032","NHS Lanarkshire",2824,256,2568,121,99,36,0,4.28470254957507,3.5056657223796,1.27478753541076,0,47.265625,38.671875,14.0625,0
2017-11-01,"Nov","2017","SB0801","The Golden Jubilee National Hospital",1663,90,1573,24,30,36,0,1.44317498496693,1.80396873120866,2.16476247745039,0,26.6666666666667,33.3333333333333,40,0
2017-12-01,"Dec","2017","S08000015","NHS Ayrshire and Arran",1500,139,1361,39,77,18,5,2.6,5.13333333333333,1.2,0.333333333333333,28.0575539568345,55.3956834532374,12.9496402877698,0.333333333333333
2017-12-01,"Dec","2017","S08000016","NHS Borders",359,62,297,11,8,43,0,3.06406685236769,2.22841225626741,11.9777158774373,0,17.741935483871,12.9032258064516,69.3548387096774,0
2017-12-01,"Dec","2017","S08000017","NHS Dumfries and Galloway",1058,93,965,34,36,19,4,3.21361058601134,3.40264650283554,1.79584120982987,0.378071833648393,36.5591397849462,38.7096774193548,20.4301075268817,0.378071833648393
2017-12-01,"Dec","2017","S08000019","NHS Forth Valley",923,100,823,25,35,40,0,2.70855904658722,3.7919826652221,4.33369447453954,0,25,35,40,0
2017-12-01,"Dec","2017","S08000020","NHS Grampian",2447,294,2153,105,68,103,18,4.29096853289743,2.77891295463833,4.20923579893747,0.735594605639559,35.7142857142857,23.1292517006803,35.0340136054422,0.735594605639559
2017-12-01,"Dec","2017","S08000022","NHS Highland",1103,133,970,67,30,33,3,6.07434270172257,2.71985494106981,2.99184043517679,0.271985494106981,50.3759398496241,22.5563909774436,24.812030075188,0.271985494106981
2017-12-01,"Dec","2017","S08000024","NHS Lothian",4872,619,4253,261,150,180,28,5.35714285714286,3.07881773399015,3.69458128078818,0.574712643678161,42.1647819063005,24.232633279483,29.0791599353796,0.574712643678161
2017-12-01,"Dec","2017","S08000025","NHS Orkney",209,6,203,4,0,0,2,1.91387559808612,0,0,0.956937799043062,66.6666666666667,0,0,0.956937799043062
2017-12-01,"Dec","2017","S08000026","NHS Shetland",135,7,128,4,2,1,0,2.96296296296296,1.48148148148148,0.740740740740741,0,57.1428571428571,28.5714285714286,14.2857142857143,0
2017-12-01,"Dec","2017","S08000028","NHS Western Isles",102,8,94,3,4,1,0,2.94117647058824,3.92156862745098,0.980392156862745,0,37.5,50,12.5,0
2017-12-01,"Dec","2017","S08000029","NHS Fife",1108,129,979,20,40,69,0,1.80505415162455,3.6101083032491,6.22743682310469,0,15.5038759689922,31.0077519379845,53.4883720930233,0
2017-12-01,"Dec","2017","S08000030","NHS Tayside",1457,136,1321,44,41,47,4,3.01990391214825,2.8140013726836,3.2258064516129,0.274536719286205,32.3529411764706,30.1470588235294,34.5588235294118,0.274536719286205
2017-12-01,"Dec","2017","S08000031","NHS Greater Glasgow and Clyde",5858,606,5252,202,245,129,30,3.44827586206897,4.18231478320246,2.20211676340048,0.512120177534995,33.3333333333333,40.4290429042904,21.2871287128713,0.512120177534995
2017-12-01,"Dec","2017","S08000032","NHS Lanarkshire",2165,247,1918,93,88,66,0,4.29561200923787,4.06466512702079,3.04849884526559,0,37.6518218623482,35.6275303643725,26.7206477732794,0
2017-12-01,"Dec","2017","SB0801","The Golden Jubilee National Hospital",1328,85,1243,23,33,29,0,1.73192771084337,2.48493975903614,2.18373493975904,0,27.0588235294118,38.8235294117647,34.1176470588235,0
2018-01-01,"Jan","2018","S08000015","NHS Ayrshire and Arran",1771,193,1578,39,61,85,8,2.20214568040655,3.44438170525127,4.79954827780915,0.451722190852626,20.2072538860104,31.6062176165803,44.0414507772021,0.451722190852626
2018-01-01,"Jan","2018","S08000016","NHS Borders",372,88,284,21,8,59,0,5.64516129032258,2.1505376344086,15.8602150537634,0,23.8636363636364,9.09090909090909,67.0454545454545,0
2018-01-01,"Jan","2018","S08000017","NHS Dumfries and Galloway",1392,168,1224,53,62,41,12,3.80747126436782,4.45402298850575,2.94540229885057,0.862068965517241,31.547619047619,36.9047619047619,24.4047619047619,0.862068965517241
2018-01-01,"Jan","2018","S08000019","NHS Forth Valley",1010,133,877,46,46,41,0,4.55445544554455,4.55445544554455,4.05940594059406,0,34.5864661654135,34.5864661654135,30.8270676691729,0
2018-01-01,"Jan","2018","S08000020","NHS Grampian",2470,260,2210,85,91,76,8,3.4412955465587,3.68421052631579,3.07692307692308,0.323886639676113,32.6923076923077,35,29.2307692307692,0.323886639676113
2018-01-01,"Jan","2018","S08000022","NHS Highland",1114,273,841,62,40,166,5,5.56552962298025,3.59066427289048,14.9012567324955,0.448833034111311,22.7106227106227,14.6520146520147,60.8058608058608,0.448833034111311
2018-01-01,"Jan","2018","S08000024","NHS Lothian",5324,869,4455,321,151,370,27,6.02930127723516,2.83621337340346,6.94966190833959,0.507137490608565,36.9390103567319,17.3762945914845,42.5776754890679,0.507137490608565
2018-01-01,"Jan","2018","S08000025","NHS Orkney",227,12,215,5,3,1,3,2.20264317180617,1.3215859030837,0.440528634361234,1.3215859030837,41.6666666666667,25,8.33333333333333,1.3215859030837
2018-01-01,"Jan","2018","S08000026","NHS Shetland",139,7,132,4,3,0,0,2.87769784172662,2.15827338129496,0,0,57.1428571428571,42.8571428571429,0,0
2018-01-01,"Jan","2018","S08000028","NHS Western Isles",124,17,107,2,13,2,0,1.61290322580645,10.4838709677419,1.61290322580645,0,11.7647058823529,76.4705882352941,11.7647058823529,0
2018-01-01,"Jan","2018","S08000029","NHS Fife",1320,209,1111,21,37,151,0,1.59090909090909,2.8030303030303,11.4393939393939,0,10.0478468899522,17.7033492822967,72.2488038277512,0
2018-01-01,"Jan","2018","S08000030","NHS Tayside",1709,118,1591,42,33,36,7,2.45757753071972,1.93095377413692,2.10649502633119,0.409596255119953,35.5932203389831,27.9661016949153,30.5084745762712,0.409596255119953
2018-01-01,"Jan","2018","S08000031","NHS Greater Glasgow and Clyde",6638,737,5901,235,319,139,44,3.54022295872251,4.80566435673396,2.09400421813799,0.662850256101235,31.8860244233379,43.2835820895522,18.8602442333786,0.662850256101235
2018-01-01,"Jan","2018","S08000032","NHS Lanarkshire",2642,250,2392,96,97,57,0,3.6336109008327,3.67146101438304,2.15745647236942,0,38.4,38.8,22.8,0
2018-01-01,"Jan","2018","SB0801","The Golden Jubilee National Hospital",1638,89,1549,33,32,24,0,2.01465201465201,1.95360195360195,1.46520146520147,0,37.0786516853933,35.9550561797753,26.9662921348315,0
2018-02-01,"Feb","2018","S08000015","NHS Ayrshire and Arran",1625,210,1415,62,75,57,16,3.81538461538462,4.61538461538462,3.50769230769231,0.984615384615385,29.5238095238095,35.7142857142857,27.1428571428571,0.984615384615385
2018-02-01,"Feb","2018","S08000016","NHS Borders",375,66,309,10,12,43,1,2.66666666666667,3.2,11.4666666666667,0.266666666666667,15.1515151515152,18.1818181818182,65.1515151515152,0.266666666666667
2018-02-01,"Feb","2018","S08000017","NHS Dumfries and Galloway",1394,160,1234,62,62,30,6,4.44763271162123,4.44763271162123,2.15208034433286,0.430416068866571,38.75,38.75,18.75,0.430416068866571
2018-02-01,"Feb","2018","S08000019","NHS Forth Valley",947,102,845,42,39,21,0,4.4350580781415,4.11826821541711,2.21752903907075,0,41.1764705882353,38.2352941176471,20.5882352941176,0
2018-02-01,"Feb","2018","S08000020","NHS Grampian",2500,224,2276,99,63,49,13,3.96,2.52,1.96,0.52,44.1964285714286,28.125,21.875,0.52
2018-02-01,"Feb","2018","S08000022","NHS Highland",917,193,724,39,23,125,6,4.25299890948746,2.50817884405671,13.6314067611778,0.654307524536532,20.2072538860104,11.9170984455959,64.7668393782383,0.654307524536532
2018-02-01,"Feb","2018","S08000024","NHS Lothian",4698,483,4215,210,123,106,44,4.46998722860792,2.61813537675607,2.25627926777352,0.936568752660707,43.4782608695652,25.4658385093168,21.9461697722567,0.936568752660707
2018-02-01,"Feb","2018","S08000025","NHS Orkney",204,12,192,7,4,0,1,3.43137254901961,1.96078431372549,0,0.490196078431373,58.3333333333333,33.3333333333333,0,0.490196078431373
2018-02-01,"Feb","2018","S08000026","NHS Shetland",159,9,150,8,1,0,0,5.0314465408805,0.628930817610063,0,0,88.8888888888889,11.1111111111111,0,0
2018-02-01,"Feb","2018","S08000028","NHS Western Isles",103,13,90,3,6,0,4,2.9126213592233,5.8252427184466,0,3.88349514563107,23.0769230769231,46.1538461538462,0,3.88349514563107
2018-02-01,"Feb","2018","S08000029","NHS Fife",1246,116,1130,36,32,48,0,2.8892455858748,2.56821829855538,3.85232744783307,0,31.0344827586207,27.5862068965517,41.3793103448276,0
2018-02-01,"Feb","2018","S08000030","NHS Tayside",1774,143,1631,49,36,50,8,2.76211950394589,2.0293122886133,2.8184892897407,0.450958286358512,34.2657342657343,25.1748251748252,34.965034965035,0.450958286358512
2018-02-01,"Feb","2018","S08000031","NHS Greater Glasgow and Clyde",6506,608,5898,209,229,70,100,3.21241930525669,3.51982785121426,1.07592991085152,1.53704272978789,34.375,37.6644736842105,11.5131578947368,1.53704272978789
2018-02-01,"Feb","2018","S08000032","NHS Lanarkshire",2520,296,2224,129,89,71,7,5.11904761904762,3.53174603174603,2.81746031746032,0.277777777777778,43.5810810810811,30.0675675675676,23.9864864864865,0.277777777777778
2018-02-01,"Feb","2018","SB0801","The Golden Jubilee National Hospital",1415,84,1331,14,29,41,0,0.989399293286219,2.04946996466431,2.89752650176678,0,16.6666666666667,34.5238095238095,48.8095238095238,0
2018-03-01,"Mar","2018","S08000015","NHS Ayrshire and Arran",1843,187,1656,62,81,26,18,3.36408030385241,4.39500813890396,1.41074335322843,0.976668475311991,33.1550802139037,43.3155080213904,13.903743315508,0.976668475311991
2018-03-01,"Mar","2018","S08000016","NHS Borders",458,101,357,16,7,50,28,3.49344978165939,1.52838427947598,10.9170305676856,6.11353711790393,15.8415841584158,6.93069306930693,49.5049504950495,6.11353711790393
2018-03-01,"Mar","2018","S08000017","NHS Dumfries and Galloway",1556,140,1416,57,49,25,9,3.66323907455013,3.14910025706941,1.60668380462725,0.57840616966581,40.7142857142857,35,17.8571428571429,0.57840616966581
2018-03-01,"Mar","2018","S08000019","NHS Forth Valley",1133,200,933,50,28,122,0,4.41306266548985,2.47131509267432,10.7678729037952,0,25,14,61,0
2018-03-01,"Mar","2018","S08000020","NHS Grampian",2841,336,2505,120,96,93,27,4.22386483632524,3.37909186906019,3.27349524815206,0.950369588173178,35.7142857142857,28.5714285714286,27.6785714285714,0.950369588173178
2018-03-01,"Mar","2018","S08000022","NHS Highland",1204,164,1040,64,27,68,5,5.3156146179402,2.24252491694352,5.64784053156146,0.415282392026578,39.0243902439024,16.4634146341463,41.4634146341463,0.415282392026578
2018-03-01,"Mar","2018","S08000024","NHS Lothian",5281,898,4383,304,136,417,41,5.75648551410718,2.57526983525847,7.89623177428517,0.776368112099981,33.8530066815145,15.1447661469933,46.4365256124722,0.776368112099981
2018-03-01,"Mar","2018","S08000025","NHS Orkney",286,16,270,10,1,2,3,3.4965034965035,0.34965034965035,0.699300699300699,1.04895104895105,62.5,6.25,12.5,1.04895104895105
2018-03-01,"Mar","2018","S08000026","NHS Shetland",170,15,155,5,7,3,0,2.94117647058824,4.11764705882353,1.76470588235294,0,33.3333333333333,46.6666666666667,20,0
2018-03-01,"Mar","2018","S08000028","NHS Western Isles",90,6,84,1,3,1,1,1.11111111111111,3.33333333333333,1.11111111111111,1.11111111111111,16.6666666666667,50,16.6666666666667,1.11111111111111
2018-03-01,"Mar","2018","S08000029","NHS Fife",1263,177,1086,50,36,91,0,3.95882818685669,2.85035629453682,7.20506730007918,0,28.2485875706215,20.3389830508475,51.4124293785311,0
2018-03-01,"Mar","2018","S08000030","NHS Tayside",2039,182,1857,54,49,74,5,2.64835703776361,2.40313879352624,3.62923001471309,0.245218244237371,29.6703296703297,26.9230769230769,40.6593406593407,0.245218244237371
2018-03-01,"Mar","2018","S08000031","NHS Greater Glasgow and Clyde",6855,852,6003,198,253,122,279,2.88840262582057,3.69073668854851,1.77972283005106,4.07002188183807,23.2394366197183,29.6948356807512,14.3192488262911,4.07002188183807
2018-03-01,"Mar","2018","S08000032","NHS Lanarkshire",2601,288,2313,106,98,69,15,4.07535563244906,3.7677816224529,2.65282583621684,0.576701268742791,36.8055555555556,34.0277777777778,23.9583333333333,0.576701268742791
2018-03-01,"Mar","2018","SB0801","The Golden Jubilee National Hospital",1425,84,1341,25,21,38,0,1.75438596491228,1.47368421052632,2.66666666666667,0,29.7619047619048,25,45.2380952380952,0
2018-04-01,"Apr","2018","S08000015","NHS Ayrshire and Arran",1592,157,1435,57,75,18,7,3.58040201005025,4.71105527638191,1.13065326633166,0.439698492462312,36.3057324840764,47.7707006369427,11.4649681528662,0.439698492462312
2018-04-01,"Apr","2018","S08000016","NHS Borders",369,44,325,10,8,26,0,2.710027100271,2.1680216802168,7.04607046070461,0,22.7272727272727,18.1818181818182,59.0909090909091,0
2018-04-01,"Apr","2018","S08000017","NHS Dumfries and Galloway",1442,143,1299,55,53,28,7,3.81414701803051,3.6754507628294,1.94174757281553,0.485436893203883,38.4615384615385,37.0629370629371,19.5804195804196,0.485436893203883
2018-04-01,"Apr","2018","S08000019","NHS Forth Valley",975,96,879,38,19,39,0,3.8974358974359,1.94871794871795,4,0,39.5833333333333,19.7916666666667,40.625,0
